tx_ref,agent_code,client_phone,montant_xof,type_op,statut,date_op,commission,canal,id_export
TX0001535,AG13,+226 796 17 19 708,6191,in,REUSSI,2026-01-29,155.0,app,1535
TX0001536,AG06,781 15 69 742,10173,out,OK,2026-01-29,102.0,Agent,1536
TX0001537,AG12,762 97 78 471,6717,out,echec,2026-01-29,67.0,USSD,1537
TX0001538,AG20,+226 748 84 85 412,1083,in,ok,2026-01-29,27.0,USSD,1538
TX0001539,AG02,7357903127,1232,in,Echouee,2026-01-29,31.0,Agent,1539
TX0001540,AG16,+226 766 99 24 350,1865,in,ok,2026-01-29,47.0,Agent,1540
TX0001541,AG15,+226 783 41 03 390,1593,in,Echouee,2026-01-29,40.0,Agent,1541
TX0001542,AG17,770 64 42 365,1949,in,Reussie,2026-01-29,49.0,USSD,1542
TX0001543,AG14,+226 737 70 42 646,7717,in,Reussie,2026-01-29,193.0,Agent,1543
TX0001544,AG07,+226 724 09 66 079,2270,out,OK,2026-01-29,23.0,USSD,1544
TX0001545,AG09,+226 736 17 42 270,8476,out,Echouee,2026-01-29,85.0,Agent,1545
TX0001546,AG20,747 66 65 984,848,out,REUSSI,2026-01-29,8.0,Agent,1546
TX0001547,AG19,754 64 11 787,1363,out,Echouee,2026-01-29,14.0,Agent,1547
TX0001548,AG04,759 37 24 580,2690,out,ok,2026-01-29,27.0,Agent,1548
TX0001549,AG20,+226 769 43 04 748,5144,out,Reussie,2026-01-29,51.0,app,1549
TX0001550,AG10,715 94 14 404,2560,out,OK,2026-01-29,26.0,Agent,1550
TX0001551,AG04,+226 745 81 08 075,2897,out,OK,2026-01-29,29.0,USSD,1551
TX0001552,AG14,7653688040,1588,out,ok,2026-01-29,16.0,USSD,1552
TX0001553,AG06,781 25 95 655,1101,in,ok,2026-01-29,28.0,USSD,1553
TX0001554,AG09,750 26 02 993,2739,out,REUSSI,2026-01-29,27.0,Agent,1554
TX0001555,AG19,7978394986,2011,out,Reussie,2026-01-29,20.0,Agent,1555
TX0001556,AG14,763 41 87 758,2752,out,OK,2026-01-29,28.0,Agent,1556
TX0001557,AG01,7175631523,926,in,OK,2026-01-29,23.0,app,1557
TX0001558,AG07,+226 796 72 70 381,3921,in,REUSSI,2026-01-29,98.0,USSD,1558
TX0001559,AG02,717 70 05 104,17485,out,OK,2026-01-29,175.0,USSD,1559
TX0001560,AG17,767 92 40 556,2502,in,OK,2026-01-29,63.0,Agent,1560
TX0001561,AG01,7617402736,2531,in,REUSSI,2026-01-29,63.0,Agent,1561
TX0001562,AG12,726 72 35 606,1856,in,REUSSI,2026-01-29,46.0,USSD,1562
TX0001563,AG16,7244129792,2131,in,Echouee,2026-01-29,53.0,Agent,1563
TX0001564,AG06,709 40 51 447,882,out,OK,2026-01-29,9.0,USSD,1564
TX0001565,AG11,+226 749 89 30 194,2395,in,Reussie,2026-01-29,60.0,app,1565
TX0001566,AG18,708 87 84 372,2363,out,REUSSI,2026-01-29,24.0,Agent,1566
TX0001567,AG10,+226 798 26 97 921,3858,in,Reussie,2026-01-29,96.0,Agent,1567
TX0001568,AG13,705 72 65 434,7921,in,REUSSI,2026-01-29,198.0,USSD,1568
TX0001569,AG08,7183978944,4643,out,Echouee,2026-01-29,46.0,app,1569
TX0001570,AG18,7814814126,1338,in,echec,2026-01-29,33.0,USSD,1570
TX0001571,AG06,+226 712 64 46 043,3124,in,REUSSI,2026-01-29,78.0,Agent,1571
TX0001572,AG17,7309121622,5876,out,Reussie,2026-01-29,59.0,app,1572
TX0001573,AG02,+226 765 81 14 534,10339,out,Reussie,2026-01-29,103.0,Agent,1573
TX0001574,AG08,771 73 77 119,2485,in,ok,2026-01-29,62.0,USSD,1574
TX0001575,AG09,767 64 40 486,1245,in,Echouee,2026-01-29,31.0,app,1575
TX0001576,AG11,723 80 69 676,2204,out,REUSSI,2026-01-29,22.0,Agent,1576
TX0001577,AG04,+226 767 49 25 662,1779,in,Reussie,2026-01-29,44.0,Agent,1577
TX0001578,AG14,799 68 62 331,5215,in,OK,2026-01-29,130.0,Agent,1578
TX0001579,AG03,770 72 42 766,947,in,Echouee,2026-01-30,24.0,USSD,1579
TX0001580,AG15,797 64 91 430,1417,in,REUSSI,2026-01-30,35.0,Agent,1580
TX0001581,AG02,7634759572,6754,in,Echouee,2026-01-30,169.0,USSD,1581
TX0001582,AG17,766 20 27 096,2231,in,REUSSI,2026-01-30,56.0,USSD,1582
TX0001583,AG12,+226 748 80 55 420,1199,out,ok,2026-01-30,12.0,app,1583
TX0001584,AG12,718 78 11 848,1165,in,OK,2026-01-30,29.0,USSD,1584
TX0001585,AG13,+226 797 57 93 817,2625,in,REUSSI,2026-01-30,66.0,USSD,1585
TX0001586,AG18,+226 714 14 11 902,495,out,Echouee,2026-01-30,5.0,Agent,1586
TX0001587,AG14,+226 705 73 21 431,561,in,OK,2026-01-30,14.0,Agent,1587
TX0001588,AG13,7654052134,7413,out,REUSSI,2026-01-30,74.0,USSD,1588
TX0001589,AG13,+226 785 42 24 976,2327,in,Reussie,2026-01-30,58.0,Agent,1589
TX0001590,AG04,+226 766 99 22 923,2515,in,Echouee,2026-01-30,63.0,app,1590
TX0001591,AG14,7842899473,2527,in,ok,2026-01-30,63.0,USSD,1591
TX0001592,AG13,795 89 84 119,8986,out,REUSSI,2026-01-30,90.0,Agent,1592
TX0001593,AG20,+226 723 18 07 372,9285,out,echec,2026-01-30,93.0,USSD,1593
TX0001594,AG15,784 79 09 530,3319,out,Echouee,2026-01-30,33.0,app,1594
TX0001595,AG11,+226 749 48 75 311,1053,in,ok,2026-01-30,26.0,Agent,1595
TX0001596,AG20,+226 782 76 82 787,2720,in,echec,2026-01-30,68.0,Agent,1596
TX0001597,AG17,724 45 92 639,4015,in,OK,2026-01-30,100.0,Agent,1597
TX0001598,AG08,+226 716 14 72 115,2065,in,Reussie,2026-01-30,52.0,Agent,1598
TX0001599,AG07,+226 788 68 78 028,6980,in,Reussie,2026-01-30,174.0,USSD,1599
TX0001600,AG14,729 54 57 468,1317,in,REUSSI,2026-01-30,33.0,Agent,1600
TX0001601,AG01,743 09 44 674,2965,in,OK,2026-01-30,74.0,Agent,1601
TX0001602,AG16,772 78 05 148,5425,out,REUSSI,2026-01-30,54.0,app,1602
TX0001603,AG20,798 20 34 187,1244,in,Echouee,2026-01-30,31.0,app,1603
TX0001604,AG20,+226 707 43 11 975,5456,in,ok,2026-01-30,136.0,Agent,1604
TX0001605,AG01,+226 720 76 36 087,4478,in,Reussie,2026-01-30,112.0,Agent,1605
TX0001606,AG08,788 71 40 658,1483,in,OK,2026-01-30,37.0,USSD,1606
TX0001607,AG02,753 83 15 310,13873,in,ok,2026-01-30,347.0,Agent,1607
TX0001608,AG14,+226 770 32 87 605,4477,in,ok,2026-01-30,112.0,Agent,1608
TX0001609,AG08,+226 727 99 74 547,1414,in,REUSSI,2026-01-30,35.0,Agent,1609
TX0001610,AG13,+226 704 41 14 202,11019,in,Reussie,2026-01-30,275.0,Agent,1610
TX0001611,AG05,747 63 48 326,7872,out,ok,2026-01-30,79.0,Agent,1611
TX0001612,AG01,7391062940,916,in,OK,2026-01-30,23.0,USSD,1612
TX0001613,AG07,+226 753 94 29 816,12518,in,Reussie,2026-01-30,313.0,app,1613
TX0001614,AG19,746 08 55 988,2125,out,ok,2026-01-30,21.0,USSD,1614
TX0001615,AG14,785 71 44 365,1847,in,OK,2026-01-30,46.0,USSD,1615
TX0001616,AG17,+226 710 50 59 452,1924,out,OK,2026-01-30,19.0,USSD,1616
TX0001617,AG02,7346713172,411,in,Echouee,2026-01-30,10.0,app,1617
TX0001618,AG06,+226 771 54 68 965,1175,in,OK,2026-01-30,29.0,Agent,1618
TX0001619,AG03,7232896332,1327,out,ok,2026-01-30,13.0,Agent,1619
TX0001620,AG05,764 04 60 095,8637,in,REUSSI,2026-01-30,216.0,USSD,1620
TX0001621,AG09,737 67 96 289,2649,in,echec,2026-01-30,66.0,Agent,1621
TX0001622,AG20,+226 780 11 06 524,3101,in,echec,2026-01-30,78.0,USSD,1622
TX0001623,AG07,743 23 37 919,1048,out,echec,2026-01-30,10.0,USSD,1623
TX0001624,AG01,+226 799 96 14 716,5597,in,REUSSI,2026-01-30,140.0,app,1624
TX0001625,AG06,744 41 59 643,789,in,Reussie,2026-01-30,20.0,Agent,1625
TX0001626,AG12,+226 732 78 54 530,643,in,Reussie,2026-01-30,16.0,Agent,1626
TX0001627,AG01,+226 728 46 43 464,3321,out,ok,2026-01-30,33.0,app,1627
TX0001628,AG14,+226 757 82 90 191,1195,in,REUSSI,2026-01-30,30.0,USSD,1628
TX0001629,AG07,728 88 26 408,802,out,REUSSI,2026-01-30,8.0,USSD,1629
TX0001630,AG02,785 73 80 016,1352,out,OK,2026-01-30,14.0,app,1630
TX0001631,AG12,714 72 69 119,3214,out,REUSSI,2026-01-30,32.0,USSD,1631
TX0001632,AG11,+226 719 55 99 386,4548,in,ok,2026-01-30,114.0,Agent,1632
TX0001633,AG04,+226 712 30 37 499,1288,out,Reussie,2026-01-30,13.0,Agent,1633
TX0001634,AG13,+226 715 77 62 883,9085,in,REUSSI,2026-01-30,227.0,USSD,1634
TX0001635,AG16,+226 752 30 65 133,1772,out,REUSSI,2026-01-30,18.0,app,1635
TX0001636,AG10,+226 756 63 17 801,6003,in,REUSSI,2026-01-30,150.0,Agent,1636
TX0001637,AG13,+226 729 25 70 863,5983,out,ok,2026-01-30,60.0,Agent,1637
TX0001638,AG13,+226 743 55 53 348,4244,out,Reussie,2026-01-30,42.0,Agent,1638
TX0001639,AG17,7609743125,6445,out,echec,2026-01-30,64.0,Agent,1639
TX0001640,AG02,738 49 59 283,3410,in,OK,2026-01-30,85.0,Agent,1640
TX0001641,AG02,+226 705 76 03 868,3061,in,OK,2026-01-30,77.0,USSD,1641
TX0001642,AG08,7770874092,1386,out,ok,2026-01-30,14.0,Agent,1642
TX0001643,AG05,+226 737 96 72 906,1195,in,Reussie,2026-01-30,30.0,USSD,1643
TX0001644,AG11,+226 716 84 36 932,742,out,ok,2026-01-30,7.0,Agent,1644
TX0001645,AG03,766 37 10 796,2994,in,Echouee,2026-01-30,75.0,Agent,1645
TX0001646,AG13,792 54 45 451,3219,out,Echouee,2026-01-30,,USSD,1646
TX0001647,AG12,7354601227,1171,in,Reussie,2026-01-30,29.0,Agent,1647
TX0001648,AG18,749 74 61 846,10101,out,Reussie,2026-01-30,101.0,USSD,1648
TX0001649,AG16,7788470669,864,in,OK,2026-01-30,22.0,Agent,1649
TX0001650,AG04,7479861651,3094,in,REUSSI,2026-01-30,77.0,Agent,1650
TX0001651,AG16,736 19 02 397,259,in,echec,2026-01-30,6.0,Agent,1651
TX0001652,AG01,727 68 49 702,1491,out,echec,2026-01-30,15.0,Agent,1652
TX0001653,AG09,776 98 98 010,3958,in,Reussie,2026-01-30,99.0,Agent,1653
TX0001654,AG19,7906965336,2609,in,OK,2026-01-30,65.0,app,1654
TX0001655,AG06,+226 789 87 70 722,11236,out,ok,2026-01-30,112.0,Agent,1655
TX0001656,AG19,727 05 21 977,8342,out,OK,2026-01-30,83.0,USSD,1656
TX0001657,AG17,753 06 59 961,992,out,Reussie,2026-01-30,10.0,USSD,1657
TX0001658,AG12,714 75 98 181,14446,out,echec,2026-01-30,144.0,Agent,1658
TX0001659,AG18,789 49 12 502,2706,in,REUSSI,2026-01-31,68.0,Agent,1659
TX0001660,AG01,7030394682,3176,out,Reussie,2026-01-31,32.0,Agent,1660
TX0001661,AG20,767 81 16 110,2217,out,ok,2026-01-31,22.0,app,1661
TX0001662,AG12,+226 750 13 27 541,5487,in,REUSSI,2026-01-31,137.0,USSD,1662
TX0001663,AG19,7728333998,2743,out,REUSSI,2026-01-31,27.0,USSD,1663
TX0001664,AG18,+226 735 41 80 219,7570,in,REUSSI,2026-01-31,189.0,Agent,1664
TX0001665,AG10,742 36 74 863,452,out,ok,2026-01-31,5.0,Agent,1665
TX0001666,AG01,7473697580,4643,in,REUSSI,2026-01-31,116.0,USSD,1666
TX0001667,AG11,729 05 37 457,4619,in,OK,2026-01-31,115.0,Agent,1667
TX0001668,AG12,+226 705 52 29 166,837,in,echec,2026-01-31,21.0,USSD,1668
TX0001669,AG07,7550792144,29114,in,Reussie,2026-01-31,728.0,USSD,1669
TX0001670,AG12,727 76 72 852,2103,out,Reussie,2026-01-31,21.0,Agent,1670
TX0001671,AG01,7926890326,1976,in,OK,2026-01-31,49.0,Agent,1671
TX0001672,AG08,7928699540,639,out,ok,2026-01-31,6.0,USSD,1672
TX0001673,AG19,+226 733 21 26 337,4053,in,Reussie,2026-01-31,101.0,USSD,1673
TX0001674,AG02,767 41 46 887,11399,out,OK,2026-01-31,114.0,USSD,1674
TX0001675,AG05,+226 791 81 80 306,2923,in,Reussie,2026-01-31,73.0,Agent,1675
TX0001676,AG20,+226 732 00 20 214,4923,out,Echouee,2026-01-31,49.0,Agent,1676
TX0001677,AG10,733 73 56 854,1492,in,Reussie,2026-01-31,37.0,USSD,1677
TX0001678,AG20,+226 735 57 58 925,3210,out,echec,2026-01-31,32.0,USSD,1678
TX0001679,AG11,752 03 32 876,1269,out,REUSSI,2026-01-31,13.0,USSD,1679
TX0001680,AG12,+226 763 76 02 426,1981,in,ok,2026-01-31,50.0,app,1680
TX0001681,AG11,7581684158,995,in,ok,2026-01-31,25.0,Agent,1681
TX0001682,AG20,715 94 19 258,1158,out,echec,2026-01-31,12.0,USSD,1682
TX0001683,AG18,722 86 89 366,1618,out,echec,2026-01-31,16.0,Agent,1683
TX0001684,AG05,+226 720 27 94 076,2305,out,Reussie,2026-01-31,23.0,USSD,1684
TX0001685,AG04,7919660737,542,in,REUSSI,2026-01-31,14.0,USSD,1685
TX0001686,AG11,722 16 56 749,4607,in,ok,2026-01-31,115.0,Agent,1686
TX0001687,AG17,7086264632,2115,out,OK,2026-01-31,21.0,USSD,1687
TX0001688,AG14,702 15 92 399,3678,out,OK,2026-01-31,37.0,Agent,1688
TX0001689,AG06,7880726588,1198,in,Reussie,2026-01-31,30.0,USSD,1689
TX0001690,AG15,+226 709 45 00 331,4835,in,OK,2026-01-31,121.0,USSD,1690
TX0001691,AG15,741 80 99 334,1085,in,Echouee,2026-01-31,27.0,USSD,1691
TX0001692,AG19,+226 793 64 27 765,3178,out,Reussie,2026-01-31,32.0,Agent,1692
TX0001693,AG19,+226 758 40 01 374,1893,out,Reussie,2026-01-31,19.0,app,1693
TX0001694,AG14,7991612722,4436,out,Reussie,2026-01-31,44.0,USSD,1694
TX0001695,AG14,799 35 16 334,10052,in,OK,2026-01-31,251.0,Agent,1695
TX0001696,AG04,+226 749 60 46 532,1806,in,echec,2026-01-31,45.0,app,1696
TX0001697,AG06,+226 730 37 10 279,2082,in,ok,2026-01-31,52.0,Agent,1697
TX0001698,AG09,705 03 92 726,1654,out,REUSSI,2026-01-31,17.0,USSD,1698
TX0001699,AG14,736 24 22 782,1303,in,OK,2026-01-31,33.0,USSD,1699
TX0001700,AG09,+226 715 46 91 217,1887,in,Echouee,2026-01-31,47.0,Agent,1700
TX0001701,AG02,751 16 97 206,1068,out,Echouee,2026-01-31,11.0,USSD,1701
TX0001702,AG15,7924424953,12046,in,ok,2026-01-31,301.0,USSD,1702
TX0001703,AG12,767 26 51 295,3688,in,OK,2026-02-01,92.0,Agent,1703
TX0001704,AG11,7184067728,4035,out,OK,2026-02-01,40.0,Agent,1704
TX0001705,AG01,772 18 57 195,2104,in,echec,2026-02-01,53.0,Agent,1705
TX0001706,AG19,+226 724 59 51 615,1246,out,OK,2026-02-01,12.0,Agent,1706
TX0001707,AG04,+226 773 37 48 352,52895,out,REUSSI,2026-02-01,529.0,USSD,1707
TX0001708,AG02,7192244930,2079,out,ok,2026-02-01,21.0,USSD,1708
TX0001709,AG04,742 09 41 248,2775,in,ok,2026-02-01,69.0,app,1709
TX0001710,AG18,+226 787 40 74 990,1738,in,OK,2026-02-02,43.0,Agent,1710
TX0001711,AG07,+226 796 47 00 359,2219,in,ok,2026-02-02,55.0,USSD,1711
TX0001712,AG05,776 16 33 664,2635,in,ok,2026-02-02,66.0,Agent,1712
TX0001713,AG14,779 86 74 350,4415,in,REUSSI,2026-02-02,110.0,Agent,1713
TX0001714,AG05,7162046458,2137,out,Echouee,2026-02-02,21.0,USSD,1714
TX0001715,AG10,776 18 19 883,7139,out,ok,2026-02-02,71.0,app,1715
TX0001716,AG01,+226 722 44 90 923,3696,in,ok,2026-02-02,92.0,USSD,1716
TX0001717,AG11,+226 791 76 59 338,3017,in,ok,2026-02-02,75.0,USSD,1717
TX0001718,AG17,+226 771 31 73 130,1186,in,Reussie,2026-02-02,30.0,Agent,1718
TX0001719,AG20,7646094080,589,in,ok,2026-02-02,15.0,USSD,1719
TX0001720,AG17,710 00 19 567,1388,out,echec,2026-02-02,14.0,USSD,1720
TX0001721,AG17,738 71 69 956,8242,out,REUSSI,2026-02-02,82.0,app,1721
TX0001722,AG04,709 93 49 167,876,in,ok,2026-02-02,22.0,USSD,1722
TX0001723,AG11,+226 788 55 14 202,7008,out,OK,2026-02-02,70.0,USSD,1723
TX0001724,AG15,701 49 27 244,3419,out,Reussie,2026-02-02,34.0,USSD,1724
TX0001725,AG17,+226 784 55 35 394,3773,out,ok,2026-02-02,38.0,USSD,1725
TX0001726,AG11,+226 788 51 37 266,5019,in,Reussie,2026-02-02,125.0,USSD,1726
TX0001727,AG18,711 42 57 309,1456,out,OK,2026-02-02,15.0,Agent,1727
TX0001728,AG01,+226 797 92 90 483,648,out,Reussie,2026-02-02,6.0,Agent,1728
TX0001729,AG14,+226 713 55 46 633,4010,out,OK,2026-02-02,40.0,Agent,1729
TX0001730,AG03,+226 741 64 06 128,1713,out,REUSSI,2026-02-02,17.0,USSD,1730
TX0001731,AG17,703 48 02 829,4699,in,OK,2026-02-02,117.0,USSD,1731
TX0001732,AG05,740 62 12 865,3323,in,ok,2026-02-02,83.0,app,1732
TX0001733,AG09,+226 728 06 08 896,4673,in,REUSSI,2026-02-02,117.0,Agent,1733
TX0001734,AG10,7084344389,17054,in,echec,2026-02-02,426.0,Agent,1734
TX0001735,AG08,+226 760 07 65 578,695,in,echec,2026-02-02,17.0,Agent,1735
TX0001736,AG05,+226 753 82 79 714,6199,out,REUSSI,2026-02-02,62.0,USSD,1736
TX0001737,AG13,759 37 02 225,6783,in,REUSSI,2026-02-02,170.0,app,1737
TX0001738,AG18,735 39 05 218,3764,in,echec,2026-02-02,94.0,Agent,1738
TX0001739,AG01,+226 732 37 11 747,1096,in,Reussie,2026-02-02,27.0,USSD,1739
TX0001740,AG06,+226 764 09 73 092,906,out,OK,2026-02-02,9.0,app,1740
TX0001741,AG13,769 09 52 977,6077,in,OK,2026-02-02,152.0,USSD,1741
TX0001742,AG14,797 09 38 516,2012,out,echec,2026-02-02,20.0,Agent,1742
TX0001743,AG11,+226 729 12 59 032,1446,in,ok,2026-02-02,36.0,Agent,1743
TX0001744,AG05,768 10 35 545,2506,in,ok,2026-02-02,63.0,Agent,1744
TX0001745,AG03,725 24 27 581,1415,out,Reussie,2026-02-02,14.0,USSD,1745
TX0001746,AG09,781 64 59 582,1630,out,Echouee,2026-02-02,16.0,Agent,1746
TX0001747,AG18,746 27 07 677,1904,out,Echouee,2026-02-02,19.0,Agent,1747
TX0001748,AG08,+226 776 70 66 414,3474,in,echec,2026-02-02,87.0,USSD,1748
TX0001749,AG20,714 32 47 466,2418,out,Echouee,2026-02-02,24.0,USSD,1749
TX0001750,AG12,7068997481,1749,in,Echouee,2026-02-02,44.0,USSD,1750
TX0001751,AG16,775 38 82 021,1470,in,OK,2026-02-02,37.0,Agent,1751
TX0001752,AG08,+226 778 83 95 879,3130,out,ok,2026-02-02,31.0,Agent,1752
TX0001753,AG06,+226 701 37 24 362,3695,out,ok,2026-02-02,37.0,USSD,1753
TX0001754,AG16,779 67 63 253,16798,out,OK,2026-02-02,168.0,Agent,1754
TX0001755,AG12,7889909318,7348,in,Reussie,2026-02-02,184.0,app,1755
TX0001756,AG17,+226 717 73 03 814,8044,out,OK,2026-02-02,80.0,Agent,1756
TX0001757,AG02,737 18 37 131,5884,in,Reussie,2026-02-02,147.0,Agent,1757
TX0001758,AG08,755 98 87 623,8106,out,REUSSI,2026-02-02,81.0,USSD,1758
TX0001759,AG13,7920835284,3473,out,ok,2026-02-02,35.0,Agent,1759
TX0001760,AG11,+226 702 87 27 155,10213,in,REUSSI,2026-02-02,255.0,Agent,1760
TX0001761,AG16,+226 722 05 78 259,3695,out,Reussie,2026-02-02,37.0,Agent,1761
TX0001762,AG13,765 40 30 617,1433,in,ok,2026-02-02,36.0,Agent,1762
TX0001763,AG01,+226 773 27 83 412,1444,in,ok,2026-02-02,36.0,Agent,1763
TX0001764,AG08,+226 796 39 41 237,3023,out,REUSSI,2026-02-02,30.0,Agent,1764
TX0001765,AG02,7133859703,2853,out,echec,2026-02-02,29.0,Agent,1765
TX0001766,AG19,781 57 69 361,7788,out,Reussie,2026-02-02,78.0,USSD,1766
TX0001767,AG13,+226 719 68 53 626,3078,out,Reussie,2026-02-02,31.0,USSD,1767
TX0001768,AG12,+226 751 98 29 883,4098,in,REUSSI,2026-02-02,102.0,Agent,1768
TX0001769,AG14,+226 780 42 48 936,11834,out,REUSSI,2026-02-02,118.0,Agent,1769
TX0001770,AG04,729 67 67 749,1486,out,Reussie,2026-02-02,15.0,Agent,1770
TX0001771,AG11,795 93 32 737,7699,in,Echouee,2026-02-02,192.0,Agent,1771
TX0001772,AG14,+226 770 55 04 827,7429,out,echec,2026-02-02,74.0,Agent,1772
TX0001773,AG19,+226 779 16 00 131,7059,in,REUSSI,2026-02-02,176.0,USSD,1773
TX0001774,AG09,785 14 98 283,2247,out,REUSSI,2026-02-02,22.0,Agent,1774
TX0001775,AG02,7751101238,2449,out,OK,2026-02-02,24.0,Agent,1775
TX0001776,AG05,+226 774 46 13 350,1604,out,echec,2026-02-02,16.0,app,1776
TX0001777,AG04,+226 706 06 07 075,207,in,OK,2026-02-02,5.0,USSD,1777
TX0001778,AG18,+226 766 13 60 978,2725,in,Reussie,2026-02-02,68.0,Agent,1778
TX0001779,AG20,7632187607,8967,out,echec,2026-02-02,90.0,USSD,1779
TX0001780,AG14,+226 718 10 11 278,3200,out,OK,2026-02-02,32.0,Agent,1780
TX0001781,AG12,+226 723 23 10 989,2552,out,Reussie,2026-02-02,26.0,USSD,1781
TX0001782,AG09,+226 726 00 75 333,1233,in,Echouee,2026-02-02,31.0,Agent,1782
TX0001783,AG15,+226 779 05 47 413,2022,out,REUSSI,2026-02-02,20.0,Agent,1783
TX0001784,AG11,+226 751 60 43 365,565,in,Reussie,2026-02-02,14.0,app,1784
TX0001785,AG06,+226 726 93 51 329,1085,out,ok,2026-02-02,11.0,Agent,1785
TX0001786,AG17,+226 720 49 35 787,13778,in,OK,2026-02-02,344.0,Agent,1786
TX0001787,AG20,758 53 41 614,1274,out,OK,2026-02-02,13.0,Agent,1787
TX0001788,AG15,+226 754 43 46 200,34998,in,ok,2026-02-02,875.0,USSD,1788
TX0001789,AG15,711 60 50 535,2577,in,REUSSI,2026-02-02,64.0,Agent,1789
TX0001790,AG16,+226 726 53 26 068,5250,in,echec,2026-02-02,131.0,Agent,1790
TX0001791,AG02,731 89 24 710,1719,in,Reussie,2026-02-02,43.0,Agent,1791
TX0001792,AG06,718 34 48 894,1598,out,Echouee,2026-02-02,16.0,USSD,1792
TX0001793,AG01,772 13 20 121,2305,in,Reussie,2026-02-02,58.0,Agent,1793
TX0001794,AG03,774 15 01 703,2763,in,OK,2026-02-02,69.0,Agent,1794
TX0001795,AG11,+226 777 65 28 290,5453,in,echec,2026-02-02,136.0,Agent,1795
TX0001796,AG12,+226 789 00 07 528,5356,out,echec,2026-02-03,54.0,Agent,1796
TX0001797,AG15,751 22 97 987,638,in,OK,2026-02-03,16.0,Agent,1797
TX0001798,AG19,+226 746 91 95 295,2123,in,OK,2026-02-03,53.0,Agent,1798
TX0001799,AG10,+226 725 45 61 218,2649,in,Echouee,2026-02-03,66.0,app,1799
TX0001800,AG06,+226 703 87 48 334,1658,out,Echouee,2026-02-03,17.0,USSD,1800
TX0001801,AG09,781 63 60 110,408,in,Reussie,2026-02-03,10.0,USSD,1801
TX0001802,AG06,+226 718 60 18 758,786,in,REUSSI,2026-02-03,20.0,USSD,1802
TX0001803,AG03,755 41 08 994,1766,out,REUSSI,2026-02-03,18.0,USSD,1803
TX0001804,AG01,743 62 10 899,19468,in,Reussie,2026-02-03,487.0,Agent,1804
TX0001805,AG02,711 30 86 498,1223,in,OK,2026-02-03,31.0,Agent,1805
TX0001806,AG15,+226 764 05 65 476,1339,out,OK,2026-02-03,13.0,Agent,1806
TX0001807,AG14,724 99 46 347,1768,in,Echouee,2026-02-03,44.0,USSD,1807
TX0001808,AG04,7974763314,17177,in,REUSSI,2026-02-03,429.0,Agent,1808
TX0001809,AG02,7653193860,3309,out,OK,2026-02-03,33.0,Agent,1809
TX0001810,AG20,795 73 78 755,1586,out,REUSSI,2026-02-03,16.0,USSD,1810
TX0001811,AG02,+226 781 33 10 840,563,in,ok,2026-02-03,14.0,USSD,1811
TX0001812,AG05,720 39 32 012,1854,out,OK,2026-02-03,19.0,Agent,1812
TX0001813,AG11,+226 738 47 44 606,6388,out,REUSSI,2026-02-03,64.0,Agent,1813
TX0001814,AG16,+226 707 09 07 317,1589,in,OK,2026-02-03,40.0,Agent,1814
TX0001815,AG03,7695210573,2217,out,echec,2026-02-03,22.0,USSD,1815
TX0001816,AG06,7708379248,4102,in,OK,2026-02-03,103.0,Agent,1816
TX0001817,AG08,713 39 94 464,8297,in,echec,2026-02-03,207.0,USSD,1817
TX0001818,AG13,737 38 07 691,2645,in,Reussie,2026-02-03,66.0,Agent,1818
TX0001819,AG02,7815544204,1315,out,ok,2026-02-03,13.0,Agent,1819
TX0001820,AG07,+226 756 47 55 792,1741,in,REUSSI,2026-02-03,44.0,Agent,1820
TX0001821,AG18,751 04 14 716,5955,in,OK,2026-02-03,149.0,Agent,1821
TX0001822,AG07,7319579290,2792,in,OK,2026-02-03,70.0,Agent,1822
TX0001823,AG14,+226 764 88 10 300,1933,in,REUSSI,2026-02-03,48.0,USSD,1823
TX0001824,AG06,7398038192,5172,out,REUSSI,2026-02-03,52.0,USSD,1824
TX0001825,AG14,+226 711 51 06 326,4265,out,OK,2026-02-03,43.0,Agent,1825
TX0001826,AG09,774 24 42 896,1210,in,REUSSI,2026-02-03,30.0,USSD,1826
TX0001827,AG12,+226 724 40 50 619,11516,in,echec,2026-02-03,288.0,Agent,1827
TX0001828,AG19,7517781260,3415,out,Reussie,2026-02-03,34.0,Agent,1828
TX0001829,AG09,748 71 63 783,10481,in,OK,2026-02-03,262.0,Agent,1829
TX0001830,AG19,744 45 84 349,11949,in,ok,2026-02-03,299.0,USSD,1830
TX0001831,AG15,+226 756 31 44 565,1797,in,Reussie,2026-02-03,45.0,USSD,1831
TX0001832,AG20,765 39 31 066,850,in,REUSSI,2026-02-03,21.0,app,1832
TX0001833,AG17,726 97 53 819,8004,in,Echouee,2026-02-03,200.0,app,1833
TX0001834,AG20,+226 721 03 95 446,515,in,Reussie,2026-02-03,13.0,Agent,1834
TX0001835,AG03,717 29 80 961,3256,out,ok,2026-02-03,33.0,app,1835
TX0001836,AG10,715 66 83 939,338,out,OK,2026-02-03,3.0,USSD,1836
TX0001837,AG01,7937754417,2852,out,Reussie,2026-02-03,29.0,Agent,1837
TX0001838,AG16,789 15 41 702,1952,in,echec,2026-02-03,49.0,USSD,1838
TX0001839,AG09,+226 786 59 93 385,2166,out,Reussie,2026-02-03,22.0,Agent,1839
TX0001840,AG01,720 52 40 777,676,out,ok,2026-02-03,7.0,USSD,1840
